"V1"	"V2"
"845"	-0.302783	-0.463469
"846"	-0.0471894	-0.279237
"847"	-0.293403	-0.153549
"848"	-0.381717	-0.0368287
"849"	-0.354523	-0.26463
"850"	-0.25602	0.258159
"851"	-0.255072	-0.286874
"852"	0.0728837	-0.248572
"853"	-0.643163	-0.369706
"854"	-0.700711	-0.316362
"855"	-0.0934662	-0.2712
"856"	-0.138849	-0.366564
"857"	-0.346317	0.465979
"858"	0.703819	0.369784
"859"	-0.342154	-0.341776
"860"	-0.215322	-0.294292
"861"	-0.152182	-0.179832
"862"	0.176625	0.350528
"863"	0.211174	-0.162393
"864"	-0.552966	-0.0672957
"865"	-0.195129	-0.175212
"866"	-0.114944	-0.353399
"867"	-0.0822391	-0.156125
