"V1"	"V2"
"511"	-0.0155157	-0.0816935
"512"	-0.264713	-0.40308
"513"	0.214058	-0.0133138
"514"	-0.469934	-0.787492
"515"	0.0566166	0.91244
"516"	-0.486821	-0.0488073
"517"	-0.95495	-0.675297
"518"	-0.18976	-0.639926
"519"	-0.0856439	0.161269
"520"	-0.767784	0.368971
"521"	-0.172053	-0.361054
"522"	-0.730864	0.197089
"523"	-0.379824	-0.403824
"524"	0.166525	1.19159
"525"	0.0306297	-0.251193
"526"	0.219115	-0.568878
"527"	-0.20385	-0.237278
"528"	0.19069	0.108158
"529"	0.158806	-0.295995
"530"	-0.209256	-0.637304
"531"	-0.366091	0.502476
"532"	-0.101528	-0.127213
"533"	-0.14954	-1.05097
"534"	-1.2463	-0.0956144
"535"	0.127287	-1.80632
"536"	-0.411117	-0.781907
"537"	3.09383	0.0586986
"538"	-0.853449	-0.5709
"539"	-0.23313	-0.350493
"540"	0.104208	-0.034681
"541"	-0.482366	0.371527
"542"	-0.424469	-0.0674791
"543"	-0.607225	-0.468798
"544"	-0.275001	-0.241463
"545"	-0.630213	-0.429644
"546"	-0.405454	-0.600031
"547"	0.0741489	-1.06554
"548"	0.0659035	0.380334
"549"	-0.212983	-0.318114
"550"	-1.40532	0.308221
"551"	-0.199534	-1.48144
"552"	-0.252281	0.0657737
"553"	-0.740709	0.251507
"554"	-0.302191	-0.817698
"555"	0.00216055	0.286603
"556"	-0.405318	-0.328953
"557"	-0.632463	-0.479345
"558"	-0.458503	-0.941948
"559"	-0.316948	-0.515152
"560"	-0.4242	-0.0915818
"561"	-0.584369	-0.69117
"562"	-1.16097	-0.96679
"563"	-0.568993	-0.791944
"564"	-0.595521	-0.355646
"565"	-0.452677	-0.41543
"566"	-0.210327	0.156554
"567"	-0.141578	-0.247217
"568"	0.207322	-0.425377
"569"	-0.185035	-0.172247
"570"	-0.279608	-0.470654
"571"	-0.441308	-0.704656
"572"	-0.13345	2.5778
"573"	-0.545272	0.444453
"574"	0.453198	-0.203925
"575"	-0.316179	-0.448715
"576"	-0.420387	0.298143
"577"	-0.314329	0.00509926
"578"	-0.538576	-0.0943209
"579"	-0.456376	-0.0849745
"580"	-0.00289789	0.0430044
"581"	-0.353615	-0.196623
"582"	0.201307	-0.00256597
"583"	-0.0919397	0.0603066
"584"	0.329834	-0.48675
"585"	0.499893	-0.479018
"586"	-0.490052	-0.324841
"587"	0.0764126	-0.447579
"588"	-0.692426	-0.161298
"589"	0.00942687	-0.529009
"590"	0.203435	-0.681373
"591"	-0.512443	-1.22421
"592"	0.00957567	-0.0228793
"593"	-0.355279	-0.172223
"594"	0.45278	-0.138019
"595"	-0.168263	0.0465502
"596"	-0.210457	-0.391361
"597"	-0.027187	0.445439
"598"	-0.313831	-0.299402
"599"	-0.398009	-0.506943
"600"	-0.180494	0.852399
"601"	-0.150355	-0.37663
"602"	-0.383169	0.0843971
"603"	-0.197615	-0.240719
"604"	0.0811884	-1.36884
"605"	-0.531192	-0.778826
"606"	0.370301	-0.510259
"607"	-0.341551	0.278849
"608"	-0.549923	-1.4007
"609"	0.139917	-0.950335
"610"	-0.425331	-0.824939
"611"	-0.124466	-0.186366
"612"	-0.521517	-0.248767
"613"	-0.903523	0.4041
"614"	-1.05004	-0.205819
"615"	-0.0970832	-0.345421
"616"	-0.449904	-0.678662
"617"	-0.746497	-0.270325
"618"	-0.543705	-0.0285752
"619"	-0.630265	-0.257045
"620"	0.0347429	-0.270221
"621"	-0.317632	-0.0437154
"622"	-0.122761	0.76802
"623"	-0.183881	-0.829151
"624"	-0.639994	-0.329418
"625"	-0.492121	-0.751389
"626"	-1.18182	-0.708169
"627"	0.814423	0.12387
"628"	-0.32809	-0.027117
"629"	0.0386013	0.619228
"630"	-1.18973	-0.832298
"631"	-1.22367	-0.108636
"632"	0.864878	0.203383
"633"	-0.0922557	-0.741204
"634"	0.00724631	-0.500391
"635"	-0.960654	-0.778659
"636"	0.620391	0.752134
"637"	0.0887727	0.201044
"638"	0.744129	-0.333449
"639"	0.12135	0.213408
"640"	-0.331785	-0.233369
"641"	0.121717	-0.995703
"642"	-0.39752	-0.584057
"643"	0.266685	-0.201978
"644"	0.531734	-0.532265
"645"	-0.282279	-0.555594
"646"	-0.561662	-0.949124
"647"	-0.0497854	0.0217281
"648"	-1.06699	-0.00174091
"649"	-0.339557	-0.551506
"650"	-0.257689	0.279088
"651"	0.743816	0.355718
"652"	-0.597035	-0.242418
"653"	-0.413225	-0.760926
"654"	-0.793112	-0.32007
"655"	0.0670548	-0.483921
"656"	-0.417597	-0.0760123
"657"	0.499576	-0.890081
"658"	0.0347112	0.129074
"659"	-0.107538	0.17251
"660"	-0.251808	0.253429
"661"	-0.866912	0.0236627
"662"	-0.252071	-0.520447
"663"	-0.180491	-0.838524
"664"	-0.147752	-0.593996
"665"	-0.0969554	-0.0102075
"666"	-0.390835	-0.634299
"667"	0.00771062	0.3572
"668"	-0.48827	-0.30808
"669"	-0.450389	0.105184
"670"	-0.0980001	-0.283146
"671"	-0.560223	-0.302532
"672"	-0.791465	-0.601226
"673"	-0.598147	0.268281
"674"	-0.658688	-0.154231
"675"	-0.366021	-1.14641
"676"	-1.04018	-0.90188
"677"	-0.280262	0.243518
"678"	-0.154876	-0.236495
"679"	-0.0214646	-0.344515
"680"	0.0580061	-0.42522
"681"	-0.314859	-0.392197
"682"	0.0308623	-0.210749
"683"	-0.0721315	-0.0115957
"684"	-0.434639	0.14926
"685"	-0.495354	-0.580496
"686"	-0.467075	-0.602492
"687"	-0.433345	-0.534449
"688"	-0.509866	-0.670023
"689"	-0.226352	-0.311791
"690"	-0.235311	0.447278
"691"	0.122919	0.154769
"692"	-0.753496	-0.247188
"693"	-0.0103917	-0.040127
"694"	-0.544015	-0.0888176
"695"	-0.703139	-0.700047
"696"	0.223786	-0.110079
"697"	-0.412892	-0.960556
"698"	0.531124	-0.0813479
"699"	-0.500053	-0.305605
"700"	-0.631981	0.547435
"701"	-0.33842	-0.585546
"702"	-0.350069	-0.341023
"703"	-0.175942	-0.818224
"704"	-0.329466	0.267416
"705"	-0.114157	-0.298169
"706"	-0.720843	-0.283198
"707"	0.26017	0.376456
"708"	-0.0442954	-0.0660701
"709"	-0.249374	-0.365827
"710"	0.193429	-0.213415
"711"	-0.122639	-0.196575
"712"	-1.08259	-0.273956
"713"	0.668434	-0.397757
"714"	0.174988	-0.149368
"715"	0.216825	-0.682699
"716"	-0.325126	0.213306
"717"	-0.314834	-0.42929
"718"	-0.312839	-0.552346
"719"	-1.06782	-0.46085
"720"	-0.346939	-0.687886
"721"	-0.322814	0.281721
"722"	-0.226495	-0.407896
"723"	2.21134	-0.27855
"724"	-0.688742	-0.746071
"725"	-0.215592	-0.358914
"726"	-0.457748	0.514269
"727"	-0.355743	-0.29012
"728"	0.405649	-0.441585
"729"	-0.595698	-0.963208
"730"	-0.231384	-0.732474
"731"	-0.478201	-0.406267
"732"	-1.05243	-0.0227384
"733"	-0.424266	0.0691901
"734"	0.547006	-0.020456
"735"	-0.122211	0.545568
"736"	-0.359147	-0.280768
"737"	-1.12413	0.434324
"738"	-0.237543	-0.45202
"739"	-0.512509	-0.085188
"740"	-0.639919	0.450117
"741"	-0.207291	-0.624394
"742"	-0.680593	-0.856793
"743"	-0.29299	0.827249
"744"	-0.867349	-1.02223
"745"	-0.308739	0.757629
"746"	-0.606501	0.383958
"747"	-0.492182	-0.367768
"748"	-0.204654	-0.0137327
"749"	-0.313382	-0.350864
"750"	-0.294524	-0.446911
"751"	0.17979	-0.0679174
"752"	0.612431	0.0566148
"753"	-0.353641	-0.656777
"754"	-0.433141	-0.133496
"755"	-1.16647	0.0238793
"756"	-0.456282	-0.471951
"757"	-0.187685	-0.192815
"758"	-0.261807	-0.541278
"759"	-0.333042	-0.27564
"760"	-0.501169	-0.115293
"761"	0.0558044	-0.641407
"762"	-0.379651	0.159272
"763"	-0.155509	-1.01421
"764"	-0.993223	-0.794881
"765"	0.172267	0.0719961
"766"	-0.0204195	-0.0765325
"767"	-0.152084	0.271524
"768"	0.351572	-0.424756
"769"	-0.246032	0.319257
"770"	-0.16219	-0.358635
"771"	-0.415327	-0.428023
"772"	0.310818	-0.239731
"773"	-0.347288	0.273058
"774"	-0.12082	0.97469
"775"	-0.630026	-0.772458
"776"	0.41212	-0.241442
"777"	-0.867688	-0.264778
"778"	-0.819573	-0.696063
"779"	0.157879	-0.0550165
"780"	-0.00687951	-0.105811
